smiles,ID,GROUND_TRUTH
CN(C)CCOc1ccc(cc1)/C(=C(/CCCl)\c2ccccc2)/c3ccccc3,917,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@]4(C)O)C,918,0
CCC(=O)[C@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C,919,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]\4([C@H]3CC/C4=C/C(=O)OC)C,920,0
c1ccc(c(c1)/C=C\C(=O)[O-])O,921,0
C/C(=C/C=O)/C=C\[C@@]12C(CC(=O)C[C@@]1(O2)C)(C)C,922,0
CC1=C2CC[C@H]3[C@@H]4CC[C@@H]([C@]4(CC[C@@H]3[C@]2(CCC1=O)C)C)O,923,0
C(=C/C(=O)O)\C=C/C(=O)O,924,0
C([C@H](CCl)O)C(=O)C(=O)[O-],925,0
C1=C[C@@](OC1=O)(CC(=O)[O-])S(=O)(=O)[O-],926,0
C/C=C(/C)\C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]3[C@@H](C=C([C@@]3([C@@H]4[C@@H]1C(=C)C(=O)O4)O)C)O,927,0
C[C@@H]1[C@](O1)(C)C(=O)OC\2C([C@@H]3[C@@H](/C=C(\[C@H](C/C=C2\C)OC(=O)C)/C)OC(=O)C3=C)O,928,0
CC(=O)C1[C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,929,0
c1c2c(cc(c1Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,930,0
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)Br)C,931,0
C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)CCC(C)(C)OC)/C=C/C=C(\C)/C=C/C=C(\C)/C(=O)CCC(C)(C)OC,932,0
c1cc(ccc1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)Oc3c(=O)c4c(cc(cc4oc3c5ccc(cc5)O)O)O)O)O)O)O,933,0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4([C@]3(C(=O)C[C@@]2([C@H]1C(=O)C)C)Br)C,934,0
CC(=C)C1CCC(=CC1)C=O,935,0
CC1=C(C(CCC1)(C)C)/C=C\C(=C/C=C\C(=C/C=C\C=C(/C)\C=C/C=C(\C)/C=C\C=C(/C)\C=O)\C)\C,936,0
C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,937,0
CC(C)(c1ccc(cc1)OCCOC(=O)C=C)c2ccc(cc2)OCCOC(=O)C=C,938,0
Cc1cc2c(c(c1)O)C(=O)C=CC2=O,939,0
C/C(=C\C=C\C=C(/C)\C=C/C=O)/C=C\C=C(/C)\C=C/[C@@]12C(C[C@@H](C[C@@]1(O2)C)O)(C)C,940,0
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@]3([C@H](C2)CC[C@@H]4[C@@H]3[C@H](C[C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O)O,941,0
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC(=O)O2)CCC4=CC(=O)C[C@]34C,942,0
CC(=CCC/C(=C\CC/C(=C\CC/C=C(\C)/CC/C=C(\C)/CC[C@@H]1C(O1)(C)C)/C)/C)C,943,0
C[C@H]1C[C@@]2(CO2)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]([C@H]1O)C)O)C)C)C)O)C,944,0
CO/C=C(\[C@H]1C[C@@H]2c3c(c4ccccc4[nH]3)CCN2C[C@@H]1C=C)/C(=O)OC,945,0
CC/C=C/C[C@@H]1/C(=C\C=C/CCCCCCCC(=O)[O-])/O1,946,0
C[C@@H]1CC[C@H]2[C@@H]1[C@@H](OC=C2C(=O)[O-])O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,947,0
C(=C(\C=O)/C(=O)[O-])\C=C(\C(=O)[O-])/O,948,0
c1c(c(cc(c1Br)Br)Br)Oc2c(cc(c(c2Br)Br)Br)Br,949,0
C1[C@@H]2[C@H](C(=O)N2C(=C1SCCN)C(=O)O)CO,950,0
CC[C@]1([C@H](O1)CC/C(=C/CC/C(=C/C(=O)OC)/C)/C)C,951,0
CC(=O)O[C@@H]1C[C@@]2([C@H](O2)CC[C@@]3([C@H](O3)[C@@H]4[C@@H]1C(=C)C(=O)O4)C)C,952,0
CC(C)[C@@H](C)C[C@@H]([C@@H](C)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@@]34C)C)O,953,0
C/C(=C\C=C/C=C(\C)/C=C\C=O)/C=C\C=O,954,0
C[C@H]([C@@H]1CC[C@@]2([C@@]1(CC[C@@H]3C2=CC(=O)[C@@H]4[C@@]3(C[C@@H](C(=O)C4)O)C)C)O)[C@@H](CCC(C)(C)O)O,955,0
COc1c2ccc3c(c2ccc1O)C(=O)C=C(C3=O)OC,956,0
COc1cc(cc(c1O)OC)/C=C/C(=O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O,957,0
CC1=C(C(C(=C(N1)C)C(=O)OCCc2ccccn2)c3ccccc3Cl)C(=O)Nc4ccccc4,958,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C[C@H]([C@@H]4O)OC)C,959,0
COC(=O)/C(=C/C(=O)[O-])/CC(=O)[O-],960,0
c1ccc(cc1)NC(=O)c2c(c(c(c(c2Cl)Cl)Cl)Cl)O,961,0
C[C@H]1[C@@H]2CCC(=C3[C@@H]([C@H]2OC1=O)C(=CC3=O)C)C,962,0
CC/C=C\C[C@H]1[C@@H](C=CC1=O)CCCCCCCC(=O)[O-],963,0
C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)C(=O)O)COC(=O)N,964,0
C[C@@H]1[C@@H](C[C@@H]2[C@@H]1[C@@H](OC=C2C(=O)[O-])O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,965,0
CC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,966,0
C[C@@H]1CC(=O)C=C2[C@]1(CC(=C(C)C)CC2)C,967,0
C\1[C@H](NC(=C/C1=C/C=N\[C@@H](CCC(=O)N)C(=O)O)C(=O)O)C(=O)O,968,0
C(CCC(=O)[O-])C/C(=C/C(=O)[O-])/C(=O)[O-],969,0
CC(=CCC/C(=C/CC/C(=C\C=C/C(=C\C=C/C=C(\C)/C=C\C=C(/C)\C=C/C=C(\C)/C=C\C(=O)C(C)(C)OC)/C)/C)/C)C,970,0
CCCCCC(=O)/C=C/[C@@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-])O,971,0
C[C@@H]1C[C@]2(C(=CC1=O)CC[C@@H]3[C@@]2(C(=O)C[C@]4([C@H]3CC[C@@H]4C(=O)C)C)F)C,972,0
c1c(c(c(=O)n(n1)C(=O)/C(=C/C=C/C(=O)O)/O)Cl)N,973,0
c1ccc(cc1)C2C(O2)c3ccccc3,974,0
C[C@@]12CCC(=O)C=C1CC[C@H]3[C@@H]2[C@@H](C[C@@]4([C@@H]3CC[C@@H]4C(=O)CO)C)O,975,0
C(C(=O)[O-])Br,976,0
c1ccc(cc1)[C@H]2[C@@H](O2)c3ccccc3,977,0
c1ccc(cc1)C(c2ccccc2)C(Cl)Cl,978,0
C1=C(C=C([C@]([C@H]1O)([O-])Cl)Cl)C(=O)[O-],979,0
c1cc(ccc1c2cc(c(c(c2Cl)Cl)Cl)Cl)O,980,0
C1CCN2C[C@H]3C[C@H]([C@@H]2C1)CN4[C@@H]3CC(=O)C=C4,981,0
C/C(=C/COC(=O)C)/C(=O)O[C@@H]1C[C@@]2([C@H](O2)[C@@H]3[C@@H](O3)/C(=C\[C@@H]4[C@@H]1C(=C)C(=O)O4)/CO)C,982,0
C(=C/C(=O)[O-])\C=C(C(=O)[O-])C(=O)[O-],983,0
C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@@H]([C@H]([C@@H]([C@@H]4CC(=O)O3)C)OC)O)C)C)OC,984,0
CC(=CCC1=CC(=O)c2ccccc2C1=O)C,985,0
C=C1CC[C@@H]2[C@@H]([C@@H]3[C@H]1CCC3=C)OC(=O)C2=C,986,0
CC[C@@H](C)C[C@@H](C)/C=C(\C)/C=C/C=C/C(=C\1/C(=O)C(NC1=O)Cc2ccc(cc2)O)/O,987,0
C[C@@]1(C[C@H]([C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,988,0
COc1cc(cc(c1O)OC)/C=C/C(=O)O[C@@H](C/C(=N\OS(=O)(=O)[O-])/S[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)C=C,989,0
CC(=C)C1([C@@H]2[C@H]([C@]3([C@@]4(CO4)[C@H]5[C@@H]([C@]3([C@H]1C(=O)O2)O)O5)C)O)O,990,0
C=C(/C=C(\C(=O)[O-])/O)C(=O)[O-],991,0
c1ccc(c(c1)/C=C/C(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,992,0
c1cc(ccc1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl,993,0
C[C@@H]1[C@](O1)(C)C(=O)O[C@@H]2C/C(=C/C[C@@H](/C(=C/[C@H]3[C@@H]2C(=C)C(=O)O3)/C)OC(=O)C)/C,994,0
CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)NCC[C@]34C)C,995,0
CC(C[C@@H]([C@@H]1C(O1)(C)C)O)C2=C3C[C@@H]([C@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@@]4([C@]3(CC2=O)C)C)(C)C)C)O,996,0
c1ccc(cc1)/C(=C\C=C/C(=O)C(=O)[O-])/O,997,0
CCCCC/C=C\C[C@H]1[C@@H](O1)/C=C/C(C/C=C\CCCC(=O)O)O,998,0
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@@]45[C@@]3(CCC(=O)[C@@H]4O5)C,999,0
CC[C@@H](C)[C@H]1C(=O)O[C@@H]2N1C3=C(c4c2cc(cc4O)C)C(=O)c5cccc(c5C3=O)O[C@@H]6C[C@@H]([C@@H]([C@@H](O6)C)O)O,1000,0
COc1c2c(cc3c1OCO3)[C@@]45[C@@H](C[C@H]([C@H]6[C@@H]4O6)OC)[N@](C2)C[C@H]5O,1001,0
C[C@@H]1C[C@@H]([C@@]2([C@@H]([C@@]1(C)CCC3=CC(=O)OC3)CCC[C@]24CO4)COC(=O)C)OC(=O)C,1002,0
C[C@@]12CC[C@@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@@]34C,1003,0
c1ccc2c(c1)C(=O)C=CC2=O,1004,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@@H](C[C@@]4([C@@H]3CC[C@@H]4C(=O)CO)CO)O,1005,0
CC1=C[C@]2([C@@H](CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C)CC1=O)C,1006,0
C[C@H]1C[C@@H]2[C@H](CC=C1[C@@H](CC(=O)C)OC(=O)C)C(=C)C(=O)O2,1007,0
c1c2c(cc(c1O)O)/[N+](=C\C=C/3\C[C@@H](NC(=C3)C(=O)[O-])C(=O)[O-])/[C@@H](C2)C(=O)[O-],1008,0
CC(=CCc1c(cc(c(c1O)C(=O)/C=C\c2ccc(cc2)O)O)O)C,1009,0
c1cc2c(ccc(c2c(c1)O)O)C3=CC(=O)c4c(cccc4O)C3=O,1010,0
C/C=C(/COC(=O)C)\C(=O)O[C@@H]1C[C@@]2(C=C[C@@](O2)(/C(=C\[C@@H]3[C@@H]1C(=C)C(=O)O3)/C)O)C,1011,0
C[C@H]1[C@H](O1)P(=O)(O)O,1012,0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)c5ccco5)C)O)Cl)C,1013,0
C(C(Cl)Cl)(O)O,1014,0
CC(C)[C@@H](C(=O)[O-])NC(=O)[C@@H](CNC(=O)C=CC(=O)OC)[NH3+],1015,0
c1cc(c(cc1/C=C\C(=O)O[C@@H]2C[C@@](C[C@@H]([C@@H]2O)O)(C(=O)[O-])O)O)O,1016,0
C[C@@H]1CC(=O)C=C([C@]12CC[C@@H](C2)C(=C)C)CO,1017,0
c1cc2c(cc1/C=C/C=C/C(=O)N3CCCCC3)OCO2,1018,0
C(CC(=O)[O-])C(=O)/C=C\C=C(\C(=O)[O-])/O,1019,0
C[C@]12CC[C@H]3[C@@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@@]34C,1020,0
C[C@@H]1CC[C@@H]2[C@@H]1[C@@H](OC=C2C(=O)[O-])O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,1021,0
C1=C[C@@]([C@H](C=C1C(=O)[O-])O)(C(=O)[O-])O,1022,0
COc1cc(ccc1O)/C=C\C(=O)OC2[C@@H](CC(C[C@@H]2O)(C(=O)[O-])O)O,1023,0
c1cc2ccc3cc(c(c4c3c2c(c1)cc4)/C=C\C(=O)C(=O)O)O,1024,0
c1cc(c(cc1/C=C\C(=O)O[C@H]2C[C@@](C[C@@H]([C@@H]2O)O)(C(=O)[O-])O)O)O,1025,0
C1=C(C(=O)C=C([C@@H]1[O-])/C=C/C(=O)[O-])O,1026,0
CCCCC/C(=C/C(=O)/C=C/c1ccc(c(c1)OC)O)/O,1027,0
C/C(=C\C=C(/C(=O)[O-])\O)/C=O,1028,0
COc1cc(ccc1O)CC/N=C\C=C\2/C[C@H](NC(=C2)C(=O)O)C(=O)O,1029,0
c1cc(ccc1/C(=C/C(=O)O)/CC(=O)O)O,1030,0
C(C(=O)CC(=O)[O-])C(=O)/C=C\C(=O)[O-],1031,0
C[C@@H](C/C(=C\C(=O)N(C)[C@@H](Cc1ccccc1)c2nccs2)/OC)C(Cl)(Cl)Cl,1032,0
C(=C(\C=C(/C(=O)[O-])\Cl)/Cl)\C(=O)[O-],1033,0
c1ccc(cc1)/C=C(/C(=O)O)\O,1034,0
CC(=CC[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,1035,0
c1ccc2c(c1)ccc3c2C=C[C@@H]4[C@H]3O4,1036,0
C[C@@H]1[C@](O1)(C)C(=O)O[C@H]2[C@@H]3[C@@H]([C@@H]4[C@](O4)(CC/C=C(\[C@@H]2OC(=O)C)/C(=O)OC)C)OC(=O)C3=C,1037,0
C1C=CC(=O)O1,1038,0
CC1=C(S(=O)(=O)CCO1)C(=O)Nc2ccccc2,1039,0
CC(=O)C1=CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,1040,0
[C@@H]1([C@@H](O1)C(=O)O)C(=O)O,1041,0
COc1cc(cc(c1O)OC)/C=C/C(=O)[O-],1042,0
C[C@@H]1CC2=CC(=O)C=C[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O)C,1043,0
C[C@H]([C@]1(CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@@]34C)C)O)O,1044,0
CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC1=CC(=O)c2ccccc2C1=O)/C)/C)/C)/C)/C)/C)C,1045,0
CC(C)/C=C(\C)/[C@@H]([C@H](C)/C=C(\C)/C=C/C(C/C=C/C=C(\C)/C(=O)N[C@@H](C)CO)O)O,1046,0
C[C@H]1[C@@H]2CC[C@]3(CCC(=O)C(=C3[C@H]2OC1=O)C)C,1047,0
C[C@]12CCC3C(=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)[C@@]1(CC[C@@H]2C(C)([C@@H](CCC(C)(C)O)O)O)O,1048,0
C=C(/C=C(/C(=O)[O-])\O)C(=O)[O-],1049,0
CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,1050,0
C/C(=C\C=C/C(=C\C=C/C(=C\C=C/C=C(\C)/C=C\C=C(/C)\C=C/C=C(\C)/C=C\C(=O)C(C)(C)OC)/C)/C)/C=C\CC(C)(C)OC,1051,0
CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)Cc3cccs3,1052,0
CC(=O)N[C@@H]1[C@H]([C@@H]([C@@H](O[C@@H]1O)COS(=O)(=O)[O-])O)O[C@@H]2[C@@H]([C@@H](C=C(O2)C(=O)[O-])O)O,1053,0
C[C@H]1CCC[C@H]2[C@@]1(CC3=C(C(=O)O[C@H]3C2)C)C,1054,0
CCC(C)C(=O)O[C@@H]1[C@H]2[C@H]([C@H]([C@]3([C@H]4[C@@]2(CO3)[C@@H](C[C@@H]5[C@@]4([C@@H](C(=O)C=C5C)O)C)OC1=O)O)O)C,1055,0
C1=C(O[C@@H]([C@@H]([C@@H]1O)O)O[C@@H]2[C@@H]([C@@H]([C@@H](O[C@@H]2C(=O)[O-])O[C@@H]3[C@@H]([C@@H]([C@@H](O[C@@H]3C(=O)[O-])O)O)O)O)O)C(=O)[O-],1056,0
COc1cc2c(cc1OC)[C@@]34CC[N@@](C2)C3CC[C@H]5[C@@H]4O5,1057,0
c1cc(c(c(c1Cl)Cl)Cl)Cl,1058,0
C[C@@]12CC[C@@H]3[C@@H]([C@@H]4[C@](O4)(CC[C@H]1O2)C)OC(=O)C3=C,1059,0
CCI,1060,0
C[C@H]1[C@@H]2C=CC(=O)[C@]2([C@H]([C@@H]3[C@@H](C(=O)O[C@@H]3[C@@H]1O)C)OC(=O)C=C(C)C)C,1061,0
CC(C)C[C@@H](C(=O)[O-])NC(=O)[C@@H](CNC(=O)/C=C/C(=O)OC)[NH3+],1062,0
COc1ccc2c3c1O[C@@H]4[C@@]3(CCNC2)C=CC(=O)C4,1063,0
CCl,1064,0
C(=CC(=O)[O-])C(=O)N,1065,0
c1ccc(c(c1)/C(=C\C=C\C(=O)C(=O)[O-])/O)O,1066,0
C/C=C(\C)/C(=O)O[C@H]1CC2[C@@H]([C@@H](C(C1)N2C)O)O,1067,0
CC1=CC(=O)O[C@@H]1CC(=O)[O-],1068,0
CC(=CCC/C(=C/C=C/C(=C\C=C/C(=C\C=C/C=C(\C)/C=C\C=C(/C)\C=C/C=C(\C)/C=O)/C)/C)/C)C,1069,0
CC(=O)/C=C/c1ccc(cc1)O,1070,0
C(CC(=O)[O-])C(=O)/C=C\C=C(/C(=O)[O-])\O,1071,0
C/C(=C\C=O)/CO,1072,0
CC1C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](C(=O)N1)C)CCCCCC(=O)[C@@H]3CO3,1073,0
c1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])OCC(=O)CBr)O)O,1074,0
CN1c2ccccc2C(=N[C@H](C1=O)NC(=O)/C=C/c3ccc(cc3Cl)Cl)c4ccccc4,1075,0
C[C@H]1[C@@H]2C=CC(=O)[C@]2([C@H]([C@H]3[C@@H]([C@@H]1O)OC(=O)C3=C)OC(=O)C=C(C)C)C,1076,0
C[C@H]1CC[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,1077,0
c1cc(ccc1C(=O)N[C@H](CCC(=O)[O-])C(=O)[O-])N(Cc2ccc3c(c2)c(=O)[nH]c(n3)N)C(=O)CBr,1078,0
CC(=CCC/C(=C\CC/C(=C\C=C/C(=C\C=C/C=C(\C)/C=C\C=C(/C)\C=C/C=C(\C)/C=C\C(=O)C(C)(C)OC)/C)/C)/C)C,1079,0
CC1=C[C@H]2[C@H](C[C@@H]3[C@@H]1[C@H](C[C@@]3(C)O)OC(=O)C)C(=C)C(=O)O2,1080,0
COC(=O)C1=CO[C@H]([C@@H]([C@@H]1CC=O)C=C)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O,1081,0
C([C@@H]1[C@H]([C@@H](C(=O)O1)O)O)Cl,1082,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C[C@H]([C@@H]4O)O)C,1083,0
c1ccc(cc1)/C=C\C(=O)c2c(cc(cc2O)O)O,1084,0
c1cc2ccc3cccc4c3c2c(c1)C5C4O5,1085,0
c1cc(c(cc1Cl)Cl)Oc2cc(c(cc2Cl)Cl)Cl,1086,0
Cc1c2cccc(c2c(c3c1C[C@H]4C(=O)C(=C(C(=O)[C@]4(C3=O)O)C(=O)N)O)O)O,1087,0
CC(=CCC/C(=C\CC/C(=C\C(=O)[O-])/C)/C)C,1088,0
CC(=O)N[C@H]1[C@H]([C@@H]([C@@H](O[C@@H]1O)CO)O)O[C@@H]2[C@@H]([C@@H](C=C(O2)C(=O)[O-])O)O,1089,0
CC(C)[C@H](C)C[C@@H]([C@@H](C)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@@]34C)C)O,1090,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,1091,0
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O/C(=C(\CC(=O)O)/C=C\C(=O)O)/C#N)O)O)O)O,1092,0
C(C(=O)/C=C/C(=O)[O-])C(=O)[O-],1093,0
c1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@@H](O2)CI)O)O,1094,0
C[C@]12C[C@H]3[C@H]([C@H]4C=C([C@@H]5[C@H]([C@@H]1O2)O5)C(=O)O4)C(=C)C(=O)O3,1095,0
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)C(=O)C=C4[C@@]3(CCC(=C4)OC)C,1096,0
C1=C([C@@H]([C@H]([C@@H](C1=O)O)O)O)CO,1097,0
C1=C(C(=O)C=C([C@@H]1[O-])/C=C\C(=O)[O-])O,1098,0
C=CC=O,1099,0
CC(=CCc1cc(cc(c1O)C/C=C(/C)\CO)/C=C/C(=O)O)C,1100,0
Cc1c(c(c(c(c1O)[C@]2(C=CC(=C(C2=O)C(=O)C)O)C)O)C(=O)C)O,1101,0
C=C[C@@H]1[C@@H]2CCNC(=O)C2=CO[C@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,1102,0
CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C,1103,0
c1cc(c(cc1/C=C/C(=O)O[C@H]2CC(=C[C@@H]([C@@H]2O)O)C(=O)[O-])O)O,1104,0
CCCCC/C=C\C/C=C\C=C\C=C\C[C@@H]1[C@H](O1)CCC(=O)O,1105,0
CCCCC/C=C\C(=O)N(CCCNC(=O)C[C@](CC(=O)NCCCN(C(=O)C)O)(C(=O)[O-])O)O,1106,0
CC1(CCC2=C(O1)C(=O)c3c(cccc3OC)C2=O)C,1107,0
CC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C=CC(=O)O4)C)C,1108,0
CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@]23C(C[C@@H](C[C@]2(O3)C)O)(C)C)/C)/C,1109,0
c1cc(c(cc1C2(c3c(c(c(c(c3Br)Br)Br)Br)C(=O)O2)c4ccc(c(c4)S(=O)(=O)O)O)S(=O)(=O)O)O,1110,0
C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C(=O)O)/C=C/C=C(\C)/C(=O)O,1111,0
CC1=C(C(C[C@@H](C1=O)O)(C)C)/C=C\C(=C/C=C\C(=C/C=C\C=C(/C)\C=C/C=C(\C)/C=C\C=C(/C)\C=C/C=C(C)C)\C)\C,1112,0
CCCCCC(=O)/C=C\[C@@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-])O,1113,0
c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,1114,0
CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c2ccc(cc2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSc5nnnn5C)C(=O)[O-],1115,0
C1=C[C@H]([C@H](C(=C1)C(=O)CCC(=O)[O-])C(=O)[O-])O,1116,0
Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-],1117,0
C\1[C@@H](NC(=C/C1=C\C=[NH+]\[C@@H](CC2=CC(=O)C(=O)C=C2)C(=O)[O-])C(=O)[O-])C(=O)[O-],1118,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@]3(CC[C@@H]4O)O)C,1119,0
CC1=C([C@@](SC1=O)(C)/C=C(\C)/C=C)O,1120,0
C(=C\SC(=N)N)\C(=O)O,1121,0
C1=CC(=O)NC1=O,1122,0
C1[C@H]([C@@H](C(=O)C=C1C(=O)[O-])O)O,1123,0
CC(=O)/C=C/C=C/C=C/C=C/c1ccccc1,1124,0
CCOP(=S)(OCC)Oc1c(cc(c(n1)Cl)Cl)Cl,1125,0
CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,1126,0
CC[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC(=O)C,1127,0
c1cc(ccc1/C=C/C(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])O,1128,0
C=C(CCO)C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,1129,0
c1ccc(cc1)[C@H](C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSc4nnnn4CS(=O)(=O)[O-])C(=O)[O-])O,1130,0
CC1=C[C@H]2[C@@H](CC1)C(=CC[C@@H]2C(C)C)C(=O)O,1131,0
C[C@H]1[C@H]([C@H]2[C@@H](CCC3=CC(=O)CC[C@]23C)[C@H]4[C@]1([C@H](CC4)C(=O)C)C)O,1132,0
C[C@@]12CCC(=O)C=C1CC[C@H]3[C@@H]2[C@@H](C[C@@]4([C@@H]3CC[C@@H]4C(=O)CO)C=O)O,1133,0
C[N+](C)(C)CCOC(=O)/C=C\c1cc(c(c(c1)OC)O)OC,1134,0
CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C/C(=C\C=C/C=C(\C)/C=C\C=C(/C)\C=C/C2=C(C(=O)[C@@H](CC2(C)C)O)C)/C)/C,1135,0
CC[C@H](/C=C/C=C\C/C=C/C=C/C=C/C1C(O1)CCCC(=O)O)O,1136,0
